Timestamp,SF ID of the candidate whose project is being reviewed,GitHub repo link under review,Is the GitHub link provided proper?,Folder structure is inline with the MiniProject template,"GitHub actions are added and are working for Build (Windows + Linux), Analysis, Unit testing",Clone and build works on Linux and Windows,High level and low level requirements are captured clearly with SWAT analysis,Design of the project is captured clearly with UML diagrams,Test plan captures Integration and unit test plans to test all the requirements,Multi function and Mutifile Approach is followed in the implementation of code,Number of Unit test cases written in total,Code is commented in Doxygen style and can generate document,"Makefile is written to build (Windows +Linux), Test unit test cases, Analyze(Static + Dynamic), Code Coverage ",Code is implemented using best practices [Comments are added for each function],"Code is implemented using best practices [Meaningful names for variables, functions and files]",Code is implemented using best practices [Dynamic memory is freed after use],"Code is implemented using best practices [Typedef used for enums, structures and function pointers]",Code is implemented using best practices [Structures used are passed to functions by pointers],Code is implemented using best practices [Use of function pointers],Code is implemented using best practices [Unit test cases to test all the written code - Code coverage],Overall Concepts/Elements/Components that you like about this project,Any other comments,Overall Concepts/Elements/Components that needs improvement in this project
15-04-2021 15:21,291318,https://github.com/Shivansh-db/AppliedSDLC_Template,Yes,Yes,Errors are shown,Yes,Needs improvements,Yes,Needs improvements,Yes,5,Yes,Yes,Need improvement,Implemented correctly,Need improvement,Implemented correctly,Need improvement,Implemented correctly,Need improvement,Implementation seems powerful.,,Documentation needs improvement.
15-04-2021 15:22,260214,https://260214/MinorProject.git,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,4,Yes,Errors exist in makefile,Implemented correctly,Implemented correctly,Implemented correctly,No,Implemented correctly,Implemented correctly,Implemented correctly,the project is in structured way ,"sorry , i tried to extract badge of cppcheck actually that passed their do for other also ",need to extract badges and unity test is not passing check with it 
15-04-2021 15:22,258162,https://github.com/Chinmayi-bc/LnT__STEPin__mini__project,Yes,Yes,No,Makefile to build on both OS is missing,Needs improvements,Needs improvements,No,Needs improvements,0,No,No,No,No,No,No,No,No,No,Overview and Documentation is quit good.,,Need to improve code and diagram related to it. 
15-04-2021 15:22,259036,https://github.com/vishwas1703/Electrical_transformer.git,Yes,No,No,Makefile to build on both OS is missing,No,No,No,No,0,No,No,No,No,No,No,No,No,No,It is a nice concept for electric engineers or application. It would be useful for different people.,,Please try and update the repository so that the others could give a better review on what to change. It would be a waste of your opportunity to improve if you become late to update your repository. You don't have to  complete it. But update the repository as much as you have completed.
15-04-2021 15:22,259894,MyFirstProject.git,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,Yes,Yes,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,everything is good,,nothing
15-04-2021 15:23,258655,https://github.com/suryansh333/Mini--project,Yes,Yes,No,No,No,No,No,No,0,No,No,Need improvement,Need improvement,Need improvement,Need improvement,Need improvement,Need improvement,Need improvement,-,,complete the Project
15-04-2021 15:23,256151,https://github.com/256152/Mini_Project_1_April_2021.git,Yes,Yes,Errors are shown,Makefile to build on both OS is missing,Yes,No,Needs improvements,Yes,4,No,Need improvement,No,Implemented correctly,No,Implemented correctly,Implemented correctly,No,Need improvement,Neat architecture and code is understandable due to the use of correctly named variables. ,,Need to include Linux OS for makefile
15-04-2021 15:23,264149,https://github.com/HrishikeshPP/Calender-App,Yes,No,No,No,No,No,No,No,nill,No,No,No,No,No,No,No,No,No,no,no,not started yet
15-04-2021 15:23,256280,https://github.com/Boopathivanavarayan/Miniproject_256280.git,Yes,Yes,Errors are shown,No,Yes,Yes,Yes,Yes,3,Need improvement,No,Need improvement,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,The topic of the project is very interesting,,There are some errors which needs to be rectified 
15-04-2021 15:23,260835,https://github.com/prasanna-chennamsetti/Mini_project,Yes,Some folders are missing,No,Makefile to build on both OS is missing,No,No,No,Yes,5,Yes,Need improvement,Implemented correctly,Implemented correctly,No,No,No,Implemented correctly,Implemented correctly,Simple project ,,Add some more functionalities maybe.
15-04-2021 15:23,259858,https://github.com/Rahul7259/Miniproject.git,Yes,Some folders are missing,No,No,No,No,No,No,none,No,No,No,No,No,No,No,No,No,folder structure is ok,not started,not much to discuss
15-04-2021 15:24,265459,https://github.com/geek-gopi/C_Mini_Project_265459,Yes,Yes,Yes,No,No,No,Yes,Yes,1,Yes,Need improvement,Need improvement,Need improvement,Need improvement,Need improvement,No,Need improvement,Need improvement,I like in this project is make files and implementing the unity test cases. The way of implementing the code.,,Requirements folder needs improvement Nothing is added like high level and low level requirements.
15-04-2021 15:24,287531,https://github.com/YARRA-GOWRI-SRIPRIYA/Online-Snack-Edge.git,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,2,Yes,Need improvement,Implemented correctly,Need improvement,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Testing,no,nothing
15-04-2021 15:24,258274,good,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,Yes,Yes,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,good,,good
15-04-2021 15:24,258088,https://github.com/nikhilshetty589/STEPIN-PROJECT,Yes,Yes,No,Yes,Yes,Yes,No,Yes,14,No,Need improvement,No,Implemented correctly,No,No,No,No,Need improvement,Clean code. Easily understandable. High and low level requirements are clearly mentioned.,nil,Would be nice if structures /pointers/enum can be included. 
15-04-2021 15:24,266447,https://github.com/topnotch07/Ltts_mini_project.git,Yes,Yes,Yes,Makefile to build on both OS is missing,No,Yes,No,No,0,No,No,No,No,No,No,No,No,No,architecture diagram was clear,,could not find appropriate files inside every folder
15-04-2021 15:25,261705,https://github.com/261705/Miniproject_261705,Yes,Yes,Yes,Yes,No,No,Yes,Yes,4,No,Yes,No,Implemented correctly,Implemented correctly,No,No,Implemented correctly,Implemented correctly,The use of function pointers was efficient way of programming.,,"Documentation has to be done, code is a little hard to understand."
15-04-2021 15:25,260256,https://github.com/PrabhatRoshan/LTTS-Mini_Project.git,Yes,Yes,No,Yes,Needs improvements,No,No,Yes,7,Yes,Yes,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Good programming approach,,Use diagrams
15-04-2021 15:26,260818,https://github.com/athulya43/Mini_Project,Yes,Yes,No,No,Needs improvements,No,No,Needs improvements,0,No,No,No,No,No,No,No,No,No,This system will reduce employees efforts and save time as well.,,Needs to complete their code
15-04-2021 15:26,259204,https://github.com/SHIVANGITHAKUR/L-T_mini_Project.git,Yes,No,No,No,No,No,No,No,0,No,No,No,No,No,No,No,No,No,"Nothing has been updated in the repo, no points to evaluate. ",Please update your repo.,"At present, the repository is completely empty, needs to be update as soon as possible. Best wishes for the project completion, need to pace up."
15-04-2021 15:26,255955,https://github.com/AdityaGautam05/LTTS-C-MiniProject.git,Yes,Yes,Errors are shown,Yes,Yes,Yes,Needs improvements,No,0,Need improvement,Errors exist in makefile,No,Implemented correctly,Implemented correctly,No,Need improvement,Need improvement,Need improvement,The organization of all files and requirement analysis is done well.,-,-
15-04-2021 15:26,260818,https://github.com/athulya43/Mini_Project,Yes,Yes,No,No,Needs improvements,No,No,Needs improvements,0,No,No,No,No,No,No,No,No,No,This system will reduce employees efforts and save time as well.,,Needs to complete their code
15-04-2021 15:26,264877,https://github.com/amolkerkar/LTTS_STEPIN_PROJECT.git,Yes,No,No,No,No,No,No,No,0,No,No,No,No,No,No,No,No,No,"Nothing has been updated in the repo, no points to evaluate. ",Please update your repo.,"Repository is completely empty, needs to be update as soon as possible."
15-04-2021 15:26,265167,good,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,Yes,Yes,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,good,,good
15-04-2021 15:26,259902,https://github.com/AchuthaVVyas/ltts-STEPin-Miniproject-259902.git,Yes,Some folders are missing,No,No,No,No,No,No,0,No,No,No,No,No,No,No,No,No,-,-,Implementation not yet started.
15-04-2021 15:26,257579,https://github.com/Shobzy/257579-MINIPROJECT,Yes,Some folders are missing,Errors are shown,Errors during compilation,Yes,Needs improvements,No,Yes,6,Need improvement,Yes,Need improvement,Implemented correctly,Need improvement,Need improvement,Need improvement,Implemented correctly,Need improvement,Good documentation for requirements.,,Other documentation is unfinished.
15-04-2021 15:26,255955,https://github.com/AdityaGautam05/LTTS-C-MiniProject.git,Yes,Yes,Errors are shown,Yes,Yes,Yes,Needs improvements,No,0,Need improvement,Errors exist in makefile,No,Implemented correctly,Implemented correctly,No,Need improvement,Need improvement,Need improvement,The organization of all files and requirement analysis is done well.,-,-
15-04-2021 15:26,258419,https://github.com/pforprince/stepincproject,Yes,No,No,No,No,No,No,No,0,No,No,No,No,No,No,No,No,No,Repo is empty,,Repo is empty
15-04-2021 15:26,260819,https://github.com/206819/Mini-Project.git,Yes,Yes,No,Errors during compilation,Needs improvements,No,No,No,0,No,No,No,No,No,No,No,No,No,"Only folder structure is present in the repo where only requirements section is having some points in it, rest other folders are completely empty.",Please update your repo.,"Repository is having only the folder structure present in it where only requirements section is having some points in it, rest other folders are completely empty, needs to be update as soon as possible. "
15-04-2021 15:26,267255,https://github.com/krishav81/MiniProject,Yes,Yes,Errors are shown,No,Yes,Yes,No,Yes,0,No,No,Need improvement,Need improvement,No,Need improvement,Implemented correctly,No,No,structures and functions,,Testing
15-04-2021 15:27,257137,https://github.com/kenjpais/LTTS_Mini_Project_SFID_257137.git,Yes,Some folders are missing,No,Makefile to build on both OS is missing,Yes,Needs improvements,No,No,0,No,No,No,Need improvement,No,Need improvement,Need improvement,Implemented correctly,No,Code is written properly but not in the way how it should be,It needs improvement,Almost all the concept needs to be improved except C language.
15-04-2021 15:27,256142,https://github.com/256142/Library-management-system.git,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5,Yes,Yes,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Very good concept,,Can add some more functions 
15-04-2021 15:27,265460,https://github.com/shiva-s30/265460-MiniProject,Yes,Yes,No,No,Yes,Yes,No,No,none,No,No,No,No,No,No,No,No,No,Overall presentation of the project was very good,,Great work 
15-04-2021 15:27,265102,https://github.com/shrawani0602/Ltts_MiniProject,Yes,No,No,No,No,No,No,No,none,No,No,No,No,No,No,No,No,No,None,,Nothing has been done yet.
15-04-2021 15:27,264828,https://github.com/prat7562/LTTS_Circuit_MiniProject.git,Yes,Yes,Yes,Errors during compilation,Yes,Yes,Needs improvements,Needs improvements,1,Need improvement,Errors exist in makefile,No,Implemented correctly,Need improvement,Need improvement,No,Need improvement,Need improvement,design,did not implemented fully ,need more improvement in implementation
15-04-2021 15:28,256210," 	https://github.com/Volla-Jayanth/MIni-Project.git",Yes,Yes,No,Errors during compilation,No,No,No,Yes,Unit test cases are yet to be written,No,No,No,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,No,Use of almost all the concepts learnt,,the project is still not complete
15-04-2021 15:28,258413,https://github.com/mrinallakhanpal/STEPin-MiniProject-258413.git,Yes,No,No,No,No,No,No,Yes,1,No,No,No,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,No,implementation is good,,implementation is good
15-04-2021 15:28,261644,https://github.com/AishwaryaBhaskaran/StepIn-Miniproject.git,Yes,Yes,Yes,Yes,Yes,Yes,Needs improvements,Yes,0,Need improvement,Yes,Need improvement,Implemented correctly,Need improvement,Implemented correctly,Need improvement,Need improvement,Need improvement,Development of components are good,,Test cases can be improved
15-04-2021 15:28,256606,https://github.com/256606/miniproject.git,Yes,Yes,Yes,Yes,Yes,Yes,Needs improvements,Yes,10,No,Need improvement,Need improvement,Need improvement,Need improvement,Implemented correctly,Need improvement,Need improvement,Need improvement,-,,Everything is good. Comments need to be added for code.
15-04-2021 15:28,263678,good,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,Yes,Yes,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,good,,good
15-04-2021 15:28,293642,https://github.com/Akhildodda451/ltts293642.git,Yes,Yes,No,Errors during compilation,Needs improvements,Yes,Yes,Yes,3,Yes,Yes,Implemented correctly,Implemented correctly,No,No,No,No,Implemented correctly,simple but good,,program is not working in Linux
15-04-2021 15:28,260274,https://github.com/niteshtolani2812/Tic-tac-toe-game.git,Yes,Some folders are missing,No,No,Yes,Yes,No,No,0,No,No,No,No,No,No,No,No,No,I like implementing the requirements folder in this project.,,Improvement needs in codeing part.
15-04-2021 15:29,256316,https://github.com/pydimanigupta256316/L-T-miniproject.git,Yes,Some folders are missing,Errors are shown,Yes,Needs improvements,Yes,Needs improvements,Yes,4,Need improvement,Yes,Need improvement,Implemented correctly,Need improvement,No,No,No,Need improvement,"Clean implementation,basic part done well.","Test plan layout not given. Github actions giving error,badges not included,some folders for design and architecture ,images/videos missing,github project dashboard not implemented.","Some Folders are missing, validation for email,login,and other entries need to be done.Unit test cases are covered only for few things.more test cases needs to be added for login and other functionalities.User interface needs to be improved."
15-04-2021 15:29,280349,https://github.com/TEJASWI-DEVINA/RECORD-KEEPING-FOR-PHARMACYSTORE.git,Yes,Some folders are missing,Yes,Yes,No,No,No,Yes,3,No,No,No,Implemented correctly,Implemented correctly,No,No,No,No,Variable nomenclature,na,implementation needs to be completed
15-04-2021 15:29,259795,https://github.com/bharathkrshetty/cprogram.git,Yes,Yes,Yes,Yes,Yes,Needs improvements,No,Yes,0,Yes,Need improvement,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,No,No,No,swot analysis,need to work on unit test,architecture need to be improved
15-04-2021 15:30,261648,https://github.com/NalinBharathiEaswaramoorthy/StepIn_MiniProject_C.git,Yes,Yes,No,Yes,Yes,Needs improvements,Yes,Needs improvements,3,Need improvement,Yes,No,Implemented correctly,No,No,No,No,Implemented correctly,Topic of the project is different and impressive.,,Multifile approach need to be done.Github actions need to implemented.Documentation should be improved.
